horodatage,utilisateur,source_ip,systeme,type_evenement,resultat
2026-04-03 14:24:07,svc_batch,10.20.4.160,plateforme_data,connexion_reussie,succes
2026-04-03 14:25:28,s.leroy,10.20.1.243,plateforme_data,connexion_reussie,succes
2026-04-03 14:31:07,j.morel,10.20.3.19,vpn,connexion_reussie,succes
2026-04-03 14:32:02,s.leroy,10.20.3.244,vpn,acces_refuse,echec
2026-04-03 14:32:20,e.blanc,10.20.11.80,vpn,connexion_reussie,succes
2026-04-03 14:32:46,e.blanc,10.20.2.121,api_espace_client,connexion_reussie,succes
2026-04-03 14:35:04,svc_batch,10.20.10.220,vpn,connexion_reussie,succes
2026-04-03 14:36:34,c.dubois,10.20.9.237,vpn,connexion_reussie,succes
2026-04-03 14:38:53,e.blanc,10.20.3.47,plateforme_data,connexion_reussie,succes
2026-04-03 14:39:54,t.robin,10.20.9.20,plateforme_data,connexion_reussie,succes
2026-04-03 14:41:10,svc_batch,10.20.11.110,scada,export_donnees,succes
2026-04-03 14:44:48,n.faure,10.20.10.67,scada,connexion_reussie,succes
2026-04-03 14:45:25,f.petit,10.20.6.93,active_directory,connexion_reussie,succes
2026-04-03 14:45:53,t.robin,10.20.6.97,scada,connexion_reussie,succes
2026-04-03 14:49:15,f.petit,10.20.3.226,portail_client,connexion_echouee,echec
2026-04-03 14:50:25,svc_batch,10.20.3.227,plateforme_data,connexion_reussie,succes
2026-04-03 14:50:56,m.roux,10.20.3.67,portail_client,connexion_reussie,succes
2026-04-03 14:52:36,t.robin,10.20.7.107,scada,modification_config,succes
2026-04-03 14:54:25,j.morel,10.20.7.233,api_espace_client,connexion_reussie,succes
2026-04-03 14:55:07,f.petit,10.20.3.68,serveur_bi,connexion_reussie,succes
2026-04-03 14:57:18,c.dubois,10.20.12.14,vpn,connexion_echouee,echec
2026-04-03 15:00:00,a.bernard,10.20.11.249,api_espace_client,connexion_reussie,succes
2026-04-03 15:00:38,svc_batch,10.20.5.200,api_espace_client,connexion_reussie,succes
2026-04-03 15:01:02,e.blanc,10.20.11.73,vpn,connexion_reussie,succes
2026-04-03 15:01:49,s.leroy,10.20.7.133,vpn,connexion_reussie,succes
2026-04-03 15:02:07,s.leroy,10.20.4.80,api_espace_client,connexion_reussie,succes
2026-04-03 15:04:14,j.morel,10.20.4.221,active_directory,connexion_reussie,succes
2026-04-03 15:06:18,f.petit,10.20.2.204,portail_client,connexion_reussie,succes
2026-04-03 15:07:17,l.henry,10.20.9.13,plateforme_data,connexion_reussie,succes
2026-04-03 15:08:29,l.henry,10.20.1.243,scada,connexion_reussie,succes
2026-04-03 15:08:40,j.morel,10.20.5.116,plateforme_data,connexion_reussie,succes
2026-04-03 15:09:07,n.faure,10.20.3.109,serveur_bi,connexion_reussie,succes
2026-04-03 15:11:26,m.roux,10.20.4.83,vpn,connexion_reussie,succes
2026-04-03 15:14:02,l.henry,10.20.9.186,serveur_bi,connexion_reussie,succes
2026-04-03 15:15:16,p.garcia,10.20.8.151,scada,connexion_reussie,succes
2026-04-03 15:15:44,n.faure,10.20.11.215,portail_client,connexion_echouee,echec
2026-04-03 15:20:32,e.blanc,10.20.6.200,scada,connexion_reussie,succes
2026-04-03 15:21:48,prestataire_ext,10.20.8.193,vpn,connexion_reussie,succes
2026-04-03 15:22:02,a.bernard,10.20.10.214,serveur_bi,connexion_reussie,succes
2026-04-03 15:22:22,p.garcia,10.20.9.201,plateforme_data,connexion_reussie,succes
2026-04-03 15:23:40,n.faure,10.20.2.122,api_espace_client,connexion_reussie,succes
2026-04-03 15:27:20,a.bernard,10.20.0.197,api_espace_client,connexion_reussie,succes
2026-04-03 15:28:07,c.dubois,10.20.1.201,vpn,connexion_reussie,succes
2026-04-03 15:28:47,t.robin,10.20.1.97,vpn,connexion_reussie,succes
2026-04-03 15:29:57,n.faure,10.20.9.78,serveur_bi,connexion_reussie,succes
2026-04-03 15:42:16,j.morel,10.20.9.254,active_directory,connexion_reussie,succes
2026-04-03 15:44:28,prestataire_ext,10.20.6.194,scada,connexion_reussie,succes
2026-04-03 15:44:55,m.roux,10.20.8.171,vpn,connexion_reussie,succes
2026-04-03 15:46:19,j.morel,10.20.9.171,active_directory,connexion_echouee,echec
2026-04-03 15:47:04,t.robin,10.20.3.55,active_directory,connexion_reussie,succes
2026-04-03 15:48:41,f.petit,10.20.4.48,scada,connexion_echouee,echec
2026-04-03 15:49:37,n.faure,10.20.10.103,serveur_bi,connexion_reussie,succes
2026-04-03 15:49:40,f.petit,10.20.4.81,serveur_bi,modification_config,succes
2026-04-03 15:51:51,m.roux,10.20.10.254,serveur_bi,connexion_reussie,succes
2026-04-03 15:53:14,s.leroy,10.20.10.141,scada,connexion_reussie,succes
2026-04-03 15:53:41,l.henry,10.20.10.28,plateforme_data,connexion_reussie,succes
2026-04-03 15:57:39,e.blanc,10.20.8.148,serveur_bi,connexion_reussie,succes
2026-04-03 15:59:07,m.roux,10.20.2.100,vpn,connexion_reussie,succes
2026-04-03 15:59:49,n.faure,10.20.6.209,vpn,export_donnees,succes
2026-04-03 16:01:27,admin.sys,10.20.12.243,scada,connexion_reussie,succes
2026-04-03 16:01:52,svc_batch,10.20.6.127,vpn,connexion_reussie,succes
2026-04-03 16:02:23,a.bernard,10.20.4.100,plateforme_data,connexion_echouee,echec
2026-04-03 16:02:57,a.bernard,10.20.1.13,scada,connexion_reussie,succes
2026-04-03 16:03:14,p.garcia,10.20.11.143,vpn,connexion_reussie,succes
2026-04-03 16:04:41,e.blanc,10.20.6.241,scada,connexion_reussie,succes
2026-04-03 16:04:53,svc_batch,10.20.12.120,plateforme_data,connexion_reussie,succes
2026-04-03 16:05:30,s.leroy,10.20.5.112,serveur_bi,connexion_reussie,succes
2026-04-03 16:06:22,t.robin,10.20.8.15,portail_client,connexion_reussie,succes
2026-04-03 16:12:52,prestataire_ext,10.20.2.47,scada,connexion_reussie,succes
2026-04-03 16:13:03,prestataire_ext,10.20.5.72,vpn,connexion_reussie,succes
2026-04-03 16:13:16,m.roux,10.20.4.252,active_directory,connexion_echouee,echec
2026-04-03 16:17:33,admin.sys,10.20.8.253,api_espace_client,connexion_reussie,succes
2026-04-03 16:21:25,e.blanc,10.20.10.196,scada,connexion_reussie,succes
2026-04-03 16:28:45,admin.sys,10.20.8.194,plateforme_data,connexion_reussie,succes
2026-04-03 16:30:12,c.dubois,10.20.6.224,plateforme_data,connexion_reussie,succes
2026-04-03 16:30:38,p.garcia,10.20.8.141,scada,connexion_reussie,succes
2026-04-03 16:30:57,s.leroy,10.20.3.121,serveur_bi,connexion_reussie,succes
2026-04-03 16:31:19,l.henry,10.20.5.120,plateforme_data,connexion_reussie,succes
2026-04-03 16:31:24,a.bernard,10.20.1.180,plateforme_data,connexion_reussie,succes
2026-04-03 16:31:46,svc_batch,10.20.6.58,plateforme_data,connexion_reussie,succes
2026-04-03 16:33:37,f.petit,10.20.0.44,scada,connexion_reussie,succes
2026-04-03 16:34:03,f.petit,10.20.0.141,serveur_bi,connexion_reussie,succes
2026-04-03 16:34:36,n.faure,10.20.7.227,api_espace_client,connexion_reussie,succes
2026-04-03 16:35:55,svc_batch,10.20.0.165,vpn,connexion_reussie,succes
2026-04-03 16:36:16,p.garcia,10.20.8.66,portail_client,connexion_reussie,succes
2026-04-03 16:37:23,svc_batch,10.20.3.23,portail_client,connexion_reussie,succes
2026-04-03 16:39:20,s.leroy,10.20.7.211,scada,connexion_reussie,succes
2026-04-03 16:40:36,prestataire_ext,10.20.0.191,vpn,connexion_reussie,succes
2026-04-03 16:40:42,admin.sys,10.20.6.123,scada,connexion_reussie,succes
2026-04-03 16:42:11,t.robin,10.20.12.64,vpn,connexion_echouee,echec
2026-04-03 16:42:39,n.faure,10.20.11.145,scada,connexion_reussie,succes
2026-04-03 16:45:59,l.henry,10.20.2.178,vpn,connexion_reussie,succes
2026-04-03 16:49:57,m.roux,10.20.11.121,serveur_bi,acces_refuse,echec
2026-04-03 16:51:49,m.roux,10.20.9.138,plateforme_data,connexion_reussie,succes
2026-04-03 16:52:02,s.leroy,10.20.0.155,serveur_bi,connexion_reussie,succes
2026-04-03 16:55:33,l.henry,10.20.12.171,active_directory,connexion_reussie,succes
2026-04-03 17:00:20,p.garcia,10.20.7.12,api_espace_client,connexion_reussie,succes
2026-04-03 17:03:49,m.roux,10.20.3.3,serveur_bi,connexion_reussie,succes
2026-04-03 17:07:17,p.garcia,10.20.0.201,scada,connexion_reussie,succes
2026-04-03 17:07:27,n.faure,10.20.10.34,serveur_bi,connexion_reussie,succes
2026-04-03 17:07:29,n.faure,10.20.6.213,scada,connexion_reussie,succes
2026-04-03 17:12:33,f.petit,10.20.10.145,vpn,connexion_reussie,succes
2026-04-03 17:16:06,t.robin,10.20.2.112,api_espace_client,connexion_reussie,succes
2026-04-03 17:18:04,e.blanc,10.20.6.52,plateforme_data,connexion_reussie,succes
2026-04-03 17:20:21,admin.sys,10.20.12.17,vpn,connexion_reussie,succes
2026-04-03 17:21:30,prestataire_ext,10.20.11.162,api_espace_client,connexion_reussie,succes
2026-04-03 17:22:35,a.bernard,10.20.12.67,scada,connexion_reussie,succes
2026-04-03 17:27:35,svc_batch,10.20.3.131,serveur_bi,connexion_reussie,succes
2026-04-03 17:31:17,a.bernard,10.20.0.103,active_directory,connexion_reussie,succes
2026-04-03 17:33:01,c.dubois,10.20.7.244,vpn,connexion_reussie,succes
2026-04-03 17:34:38,j.morel,10.20.0.26,active_directory,connexion_reussie,succes
2026-04-03 17:35:11,e.blanc,10.20.5.108,plateforme_data,connexion_reussie,succes
2026-04-03 17:35:38,admin.sys,10.20.9.39,scada,connexion_reussie,succes
2026-04-03 17:36:42,n.faure,10.20.7.66,plateforme_data,connexion_echouee,echec
2026-04-03 17:38:00,t.robin,10.20.3.247,portail_client,connexion_reussie,succes
2026-04-03 17:38:14,n.faure,10.20.12.221,plateforme_data,connexion_reussie,succes
2026-04-03 17:39:06,l.henry,10.20.11.174,scada,connexion_reussie,succes
2026-04-03 17:39:57,svc_batch,10.20.12.182,vpn,connexion_reussie,succes
2026-04-03 17:41:36,m.roux,10.20.1.156,active_directory,connexion_reussie,succes
2026-04-03 17:46:11,svc_batch,10.20.4.47,vpn,connexion_reussie,succes
2026-04-03 17:46:32,l.henry,10.20.5.80,scada,connexion_reussie,succes
2026-04-03 17:47:05,f.petit,10.20.4.144,api_espace_client,connexion_reussie,succes
2026-04-03 17:49:29,c.dubois,10.20.12.7,plateforme_data,connexion_reussie,succes
2026-04-03 17:52:10,c.dubois,10.20.0.244,vpn,connexion_reussie,succes
2026-04-03 17:53:03,c.dubois,10.20.2.186,scada,connexion_echouee,echec
2026-04-03 17:53:05,l.henry,10.20.7.26,active_directory,connexion_reussie,succes
2026-04-03 17:54:02,p.garcia,10.20.11.37,vpn,connexion_reussie,succes
2026-04-03 17:54:02,s.leroy,10.20.9.57,plateforme_data,connexion_reussie,succes
2026-04-03 17:54:21,t.robin,10.20.4.34,active_directory,connexion_reussie,succes
2026-04-03 18:02:07,m.roux,10.20.6.221,active_directory,connexion_reussie,succes
2026-04-03 18:02:46,t.robin,10.20.1.150,scada,connexion_reussie,succes
2026-04-03 18:04:28,j.morel,10.20.4.78,portail_client,connexion_reussie,succes
2026-04-03 18:04:57,admin.sys,10.20.10.197,plateforme_data,connexion_reussie,succes
2026-04-03 18:05:18,prestataire_ext,10.20.7.112,plateforme_data,connexion_reussie,succes
2026-04-03 18:05:47,j.morel,10.20.10.80,vpn,connexion_reussie,succes
2026-04-03 18:06:47,n.faure,10.20.5.11,serveur_bi,connexion_reussie,succes
2026-04-03 18:07:25,j.morel,10.20.0.91,portail_client,connexion_echouee,echec
2026-04-03 18:08:27,j.morel,10.20.8.64,serveur_bi,connexion_reussie,succes
2026-04-03 18:13:17,t.robin,10.20.3.154,vpn,connexion_reussie,succes
2026-04-03 18:15:31,admin.sys,10.20.4.186,portail_client,connexion_reussie,succes
2026-04-03 18:17:10,admin.sys,10.20.8.250,plateforme_data,connexion_reussie,succes
2026-04-03 18:25:43,l.henry,10.20.10.148,scada,connexion_reussie,succes
2026-04-03 18:25:47,m.roux,10.20.1.103,plateforme_data,connexion_echouee,echec
2026-04-03 18:27:08,svc_batch,10.20.0.193,plateforme_data,connexion_reussie,succes
2026-04-03 18:28:17,svc_batch,10.20.8.122,serveur_bi,connexion_reussie,succes
2026-04-03 18:28:47,prestataire_ext,10.20.9.19,portail_client,modification_config,succes
2026-04-03 18:34:33,f.petit,10.20.4.86,plateforme_data,connexion_reussie,succes
2026-04-03 18:36:44,svc_batch,10.20.0.240,active_directory,modification_config,succes
2026-04-03 18:37:17,e.blanc,10.20.6.118,serveur_bi,connexion_reussie,succes
2026-04-03 18:38:04,admin.sys,10.20.8.31,active_directory,connexion_reussie,succes
2026-04-03 18:38:07,n.faure,10.20.7.32,scada,connexion_reussie,succes
2026-04-03 18:39:57,s.leroy,10.20.9.202,portail_client,connexion_reussie,succes
2026-04-03 18:40:38,m.roux,10.20.12.242,plateforme_data,connexion_reussie,succes
2026-04-03 18:45:06,a.bernard,10.20.9.246,serveur_bi,connexion_reussie,succes
2026-04-03 18:45:09,n.faure,10.20.12.224,serveur_bi,connexion_reussie,succes
2026-04-03 18:46:52,c.dubois,10.20.7.122,active_directory,connexion_reussie,succes
2026-04-03 18:50:18,c.dubois,10.20.1.193,vpn,connexion_reussie,succes
2026-04-03 18:50:51,s.leroy,10.20.2.27,scada,connexion_reussie,succes
2026-04-03 18:51:01,f.petit,10.20.1.27,vpn,connexion_reussie,succes
2026-04-03 18:54:26,svc_batch,10.20.1.168,api_espace_client,connexion_echouee,echec
2026-04-03 18:54:54,l.henry,10.20.1.247,active_directory,connexion_reussie,succes
2026-04-03 18:58:11,prestataire_ext,10.20.3.117,active_directory,acces_refuse,echec
2026-04-03 19:03:13,l.henry,10.20.9.211,scada,connexion_reussie,succes
2026-04-03 19:03:15,f.petit,10.20.2.194,api_espace_client,connexion_reussie,succes
2026-04-03 19:03:29,l.henry,10.20.3.14,portail_client,connexion_reussie,succes
2026-04-03 19:05:39,prestataire_ext,10.20.2.72,vpn,connexion_echouee,echec
2026-04-03 19:07:01,c.dubois,10.20.6.240,scada,connexion_reussie,succes
2026-04-03 19:07:20,prestataire_ext,10.20.7.49,api_espace_client,connexion_reussie,succes
2026-04-03 19:15:24,l.henry,10.20.8.136,serveur_bi,connexion_reussie,succes
2026-04-03 19:15:56,admin.sys,10.20.11.163,api_espace_client,connexion_reussie,succes
2026-04-03 19:19:17,c.dubois,10.20.4.206,vpn,connexion_reussie,succes
2026-04-03 19:21:08,e.blanc,10.20.10.54,scada,connexion_reussie,succes
2026-04-03 19:21:20,m.roux,10.20.7.13,serveur_bi,connexion_echouee,echec
2026-04-03 19:23:02,prestataire_ext,10.20.0.227,scada,acces_refuse,echec
2026-04-03 19:24:04,a.bernard,10.20.4.127,serveur_bi,connexion_reussie,succes
2026-04-03 19:25:08,p.garcia,10.20.1.29,plateforme_data,connexion_reussie,succes
2026-04-03 19:28:39,svc_batch,10.20.4.75,portail_client,connexion_reussie,succes
2026-04-03 19:30:01,svc_batch,10.20.7.31,vpn,connexion_reussie,succes
2026-04-03 19:30:09,l.henry,10.20.0.92,plateforme_data,connexion_echouee,echec
2026-04-03 19:31:11,s.leroy,10.20.4.37,vpn,connexion_reussie,succes
2026-04-03 19:31:20,a.bernard,10.20.10.76,scada,connexion_reussie,succes
2026-04-03 19:33:17,a.bernard,10.20.3.221,vpn,connexion_reussie,succes
2026-04-03 19:34:20,m.roux,10.20.0.115,active_directory,connexion_reussie,succes
2026-04-03 19:39:40,c.dubois,10.20.7.166,portail_client,connexion_reussie,succes
2026-04-03 19:42:29,l.henry,10.20.12.69,scada,connexion_echouee,echec
2026-04-03 19:45:55,admin.sys,10.20.3.27,scada,connexion_reussie,succes
2026-04-03 19:46:38,s.leroy,10.20.0.94,plateforme_data,connexion_reussie,succes
2026-04-03 19:47:43,n.faure,10.20.12.220,api_espace_client,connexion_reussie,succes
2026-04-03 19:47:46,e.blanc,10.20.7.36,portail_client,connexion_reussie,succes
2026-04-03 19:48:23,m.roux,10.20.8.144,vpn,connexion_echouee,echec
2026-04-03 19:55:11,e.blanc,10.20.9.61,plateforme_data,connexion_reussie,succes
2026-04-03 20:00:13,f.petit,10.20.11.93,portail_client,connexion_reussie,succes
2026-04-03 20:02:55,prestataire_ext,10.20.2.10,scada,export_donnees,succes
2026-04-03 20:09:23,svc_batch,10.20.8.152,plateforme_data,connexion_reussie,succes
2026-04-03 20:20:45,s.leroy,10.20.10.11,api_espace_client,connexion_reussie,succes
2026-04-03 20:34:29,p.garcia,10.20.12.233,plateforme_data,connexion_reussie,succes
2026-04-03 20:49:46,f.petit,10.20.5.236,api_espace_client,connexion_reussie,succes
2026-04-03 20:51:18,m.roux,10.20.1.149,scada,connexion_reussie,succes
2026-04-03 21:14:59,s.leroy,10.20.0.162,serveur_bi,connexion_reussie,succes
2026-04-03 21:16:31,a.bernard,10.20.7.94,portail_client,connexion_reussie,succes
2026-04-03 21:25:06,l.henry,10.20.8.118,portail_client,connexion_reussie,succes
2026-04-03 21:27:05,s.leroy,10.20.7.150,vpn,connexion_echouee,echec
2026-04-03 21:28:47,t.robin,10.20.10.130,plateforme_data,connexion_reussie,succes
2026-04-03 21:50:27,svc_batch,10.20.2.206,active_directory,modification_config,succes
2026-04-03 21:53:48,c.dubois,10.20.0.25,active_directory,connexion_reussie,succes
2026-04-03 22:02:29,c.dubois,10.20.12.219,vpn,connexion_reussie,succes
2026-04-03 22:03:37,t.robin,10.20.10.251,plateforme_data,connexion_reussie,succes
2026-04-03 22:07:06,j.morel,10.20.2.66,active_directory,connexion_echouee,echec
2026-04-03 22:17:45,admin.sys,10.20.12.34,serveur_bi,connexion_reussie,succes
2026-04-03 22:19:06,j.morel,10.20.11.241,plateforme_data,connexion_reussie,succes
2026-04-03 22:25:33,m.roux,10.20.4.41,api_espace_client,connexion_reussie,succes
2026-04-03 22:34:22,j.morel,10.20.9.179,serveur_bi,connexion_reussie,succes
2026-04-03 23:07:18,svc_batch,10.20.9.15,portail_client,connexion_reussie,succes
2026-04-03 23:23:41,svc_batch,10.20.1.195,serveur_bi,connexion_echouee,echec
2026-04-03 23:40:10,a.bernard,10.20.8.154,serveur_bi,connexion_reussie,succes
2026-04-03 23:41:14,n.faure,10.20.7.219,portail_client,connexion_reussie,succes
2026-04-03 23:47:39,j.morel,10.20.6.234,portail_client,connexion_reussie,succes
2026-04-03 23:49:38,prestataire_ext,10.20.3.167,serveur_bi,connexion_echouee,echec
2026-04-04 00:09:35,e.blanc,10.20.0.213,api_espace_client,connexion_reussie,succes
2026-04-04 00:11:41,t.robin,10.20.9.173,api_espace_client,connexion_reussie,succes
2026-04-04 00:44:03,p.garcia,10.20.5.87,plateforme_data,connexion_reussie,succes
2026-04-04 01:05:19,s.leroy,10.20.10.123,scada,connexion_reussie,succes
2026-04-04 01:10:35,m.roux,10.20.10.79,serveur_bi,connexion_reussie,succes
2026-04-04 01:18:46,prestataire_ext,10.20.7.50,serveur_bi,connexion_reussie,succes
2026-04-04 01:23:03,a.bernard,10.20.7.82,vpn,connexion_reussie,succes
2026-04-04 01:36:38,f.petit,10.20.8.179,scada,connexion_reussie,succes
2026-04-04 01:37:59,n.faure,10.20.10.48,api_espace_client,connexion_reussie,succes
2026-04-04 01:50:52,j.morel,10.20.9.56,vpn,connexion_reussie,succes
2026-04-04 02:21:55,a.bernard,10.20.5.87,api_espace_client,export_donnees,succes
2026-04-04 02:30:57,m.roux,10.20.4.115,scada,connexion_reussie,succes
2026-04-04 02:36:40,e.blanc,10.20.5.48,scada,connexion_reussie,succes
2026-04-04 03:16:36,c.dubois,10.20.8.40,scada,connexion_reussie,succes
2026-04-04 03:28:03,admin.sys,10.20.11.98,scada,connexion_reussie,succes
2026-04-04 03:29:06,m.roux,10.20.10.169,serveur_bi,connexion_reussie,succes
2026-04-04 03:34:47,f.petit,10.20.0.153,active_directory,connexion_echouee,echec
2026-04-04 03:36:39,t.robin,10.20.4.12,vpn,connexion_reussie,succes
2026-04-04 03:40:38,prestataire_ext,10.20.9.77,scada,connexion_reussie,succes
2026-04-04 04:01:40,prestataire_ext,10.20.9.77,scada,connexion_reussie,succes
2026-04-04 04:07:18,j.morel,10.20.9.144,plateforme_data,connexion_reussie,succes
2026-04-04 04:37:36,a.bernard,10.20.0.169,plateforme_data,connexion_reussie,succes
2026-04-04 04:42:05,prestataire_ext,10.20.9.77,scada,connexion_reussie,succes
2026-04-04 04:42:30,admin.sys,10.20.5.213,api_espace_client,connexion_reussie,succes
2026-04-04 04:44:36,prestataire_ext,10.20.9.77,scada,connexion_reussie,succes
2026-04-04 04:45:16,svc_batch,10.20.9.82,portail_client,connexion_reussie,succes
2026-04-04 05:10:34,f.petit,10.20.1.107,active_directory,connexion_reussie,succes
2026-04-04 05:19:00,p.garcia,10.20.12.174,serveur_bi,connexion_reussie,succes
2026-04-04 05:34:42,p.garcia,10.20.1.11,api_espace_client,connexion_reussie,succes
2026-04-04 05:55:17,t.robin,10.20.12.145,api_espace_client,connexion_reussie,succes
2026-04-04 05:59:06,t.robin,10.20.1.203,serveur_bi,connexion_reussie,succes
2026-04-04 06:14:59,prestataire_ext,10.20.4.142,active_directory,connexion_reussie,succes
2026-04-04 06:29:17,svc_batch,10.20.10.74,api_espace_client,connexion_reussie,succes
2026-04-04 06:30:32,admin.sys,10.20.1.235,portail_client,connexion_echouee,echec
2026-04-04 06:47:08,svc_batch,10.20.4.30,active_directory,connexion_reussie,succes
2026-04-04 06:48:51,svc_batch,10.20.1.94,vpn,connexion_reussie,succes
2026-04-04 07:02:39,a.bernard,10.20.9.14,active_directory,modification_config,succes
2026-04-04 07:02:53,prestataire_ext,10.20.7.34,vpn,connexion_reussie,succes
2026-04-04 07:03:18,j.morel,10.20.2.216,plateforme_data,connexion_reussie,succes
2026-04-04 07:03:25,admin.sys,10.20.1.14,plateforme_data,connexion_reussie,succes
2026-04-04 07:03:39,f.petit,10.20.4.111,serveur_bi,connexion_reussie,succes
2026-04-04 07:08:15,s.leroy,10.20.12.83,active_directory,connexion_reussie,succes
2026-04-04 07:11:58,svc_batch,10.20.6.70,serveur_bi,connexion_reussie,succes
2026-04-04 07:12:20,e.blanc,10.20.0.35,plateforme_data,connexion_reussie,succes
2026-04-04 07:12:50,a.bernard,10.20.8.168,vpn,connexion_reussie,succes
2026-04-04 07:15:29,svc_batch,10.20.11.186,plateforme_data,connexion_reussie,succes
2026-04-04 07:16:33,s.leroy,10.20.3.63,scada,connexion_reussie,succes
2026-04-04 07:20:10,j.morel,10.20.8.73,vpn,connexion_reussie,succes
2026-04-04 07:20:31,s.leroy,10.20.12.83,active_directory,connexion_reussie,succes
2026-04-04 07:22:31,j.morel,10.20.4.131,serveur_bi,connexion_reussie,succes
2026-04-04 07:23:35,s.leroy,10.20.9.42,portail_client,connexion_reussie,succes
2026-04-04 07:23:39,a.bernard,10.20.10.252,api_espace_client,connexion_reussie,succes
2026-04-04 07:24:11,svc_batch,10.20.9.209,vpn,modification_config,succes
2026-04-04 07:28:35,n.faure,10.20.0.123,scada,connexion_reussie,succes
2026-04-04 07:34:31,j.morel,10.20.9.19,plateforme_data,connexion_reussie,succes
2026-04-04 07:34:55,l.henry,10.20.1.35,vpn,connexion_reussie,succes
2026-04-04 07:35:45,admin.sys,10.20.3.225,plateforme_data,connexion_reussie,succes
2026-04-04 07:35:45,p.garcia,10.20.8.43,api_espace_client,connexion_reussie,succes
2026-04-04 07:36:57,a.bernard,10.20.12.232,scada,export_donnees,succes
2026-04-04 07:37:19,a.bernard,10.20.6.112,scada,connexion_reussie,succes
2026-04-04 07:37:27,l.henry,10.20.3.158,portail_client,connexion_echouee,echec
2026-04-04 07:37:53,f.petit,10.20.6.239,serveur_bi,connexion_echouee,echec
2026-04-04 07:45:18,n.faure,10.20.11.250,api_espace_client,connexion_reussie,succes
2026-04-04 07:47:06,p.garcia,10.20.3.215,serveur_bi,connexion_reussie,succes
2026-04-04 07:47:48,s.leroy,10.20.1.158,active_directory,connexion_reussie,succes
2026-04-04 07:51:56,n.faure,10.20.1.25,vpn,acces_refuse,echec
2026-04-04 07:52:04,a.bernard,10.20.1.105,api_espace_client,connexion_reussie,succes
2026-04-04 07:53:07,a.bernard,10.20.10.32,serveur_bi,connexion_reussie,succes
2026-04-04 07:54:09,j.morel,10.20.5.119,plateforme_data,connexion_reussie,succes
2026-04-04 07:54:50,j.morel,10.20.1.152,active_directory,connexion_reussie,succes
2026-04-04 07:57:51,svc_batch,10.20.2.28,plateforme_data,connexion_reussie,succes
2026-04-04 08:01:39,e.blanc,10.20.0.71,vpn,connexion_reussie,succes
2026-04-04 08:03:51,t.robin,10.20.7.239,serveur_bi,connexion_reussie,succes
2026-04-04 08:04:43,svc_batch,10.20.7.12,portail_client,connexion_reussie,succes
2026-04-04 08:05:47,s.leroy,10.20.3.108,scada,connexion_reussie,succes
2026-04-04 08:06:33,prestataire_ext,10.20.10.119,scada,connexion_reussie,succes
2026-04-04 08:07:29,e.blanc,10.20.9.55,scada,connexion_reussie,succes
2026-04-04 08:09:23,a.bernard,10.20.11.188,plateforme_data,connexion_reussie,succes
2026-04-04 08:09:30,t.robin,10.20.12.180,serveur_bi,connexion_reussie,succes
2026-04-04 08:12:51,admin.sys,10.20.2.11,portail_client,connexion_reussie,succes
2026-04-04 08:12:58,c.dubois,10.20.10.52,plateforme_data,connexion_reussie,succes
2026-04-04 08:14:39,c.dubois,10.20.9.24,portail_client,connexion_echouee,echec
2026-04-04 08:15:10,m.roux,10.20.2.16,active_directory,connexion_reussie,succes
2026-04-04 08:19:43,l.henry,10.20.12.122,portail_client,connexion_reussie,succes
2026-04-04 08:20:17,l.henry,10.20.6.233,active_directory,connexion_reussie,succes
2026-04-04 08:20:22,prestataire_ext,10.20.0.22,active_directory,connexion_reussie,succes
2026-04-04 08:23:00,prestataire_ext,10.20.10.148,scada,connexion_reussie,succes
2026-04-04 08:25:09,l.henry,10.20.1.194,portail_client,connexion_reussie,succes
2026-04-04 08:26:35,prestataire_ext,10.20.2.217,active_directory,connexion_reussie,succes
2026-04-04 08:26:43,p.garcia,10.20.12.203,scada,connexion_reussie,succes
2026-04-04 08:27:59,svc_batch,10.20.8.232,api_espace_client,modification_config,succes
2026-04-04 08:30:23,c.dubois,10.20.4.48,scada,connexion_reussie,succes
2026-04-04 08:30:37,e.blanc,10.20.3.246,api_espace_client,connexion_reussie,succes
2026-04-04 08:34:17,f.petit,10.20.2.137,scada,connexion_reussie,succes
2026-04-04 08:34:34,j.morel,10.20.2.9,api_espace_client,connexion_reussie,succes
2026-04-04 08:36:32,admin.sys,10.20.7.113,plateforme_data,connexion_reussie,succes
2026-04-04 08:36:57,l.henry,10.20.6.124,vpn,connexion_reussie,succes
2026-04-04 08:37:11,s.leroy,10.20.5.81,plateforme_data,connexion_reussie,succes
2026-04-04 08:37:55,admin.sys,10.20.7.2,scada,connexion_reussie,succes
2026-04-04 08:38:08,prestataire_ext,10.20.5.172,portail_client,connexion_reussie,succes
2026-04-04 08:39:21,admin.sys,10.20.3.74,vpn,connexion_reussie,succes
2026-04-04 08:39:45,prestataire_ext,10.20.8.127,scada,connexion_reussie,succes
2026-04-04 08:41:41,j.morel,10.20.5.176,scada,connexion_echouee,echec
2026-04-04 08:43:08,p.garcia,10.20.6.84,plateforme_data,connexion_reussie,succes
2026-04-04 08:44:08,n.faure,10.20.9.193,active_directory,connexion_reussie,succes
2026-04-04 08:45:41,prestataire_ext,10.20.6.159,plateforme_data,connexion_reussie,succes
2026-04-04 08:47:26,p.garcia,10.20.2.69,api_espace_client,connexion_reussie,succes
