date,zone,temp_moyenne_c,temp_min_c,temp_max_c
2024-09-26,Zone-Industrielle,15.77,10.8,20.81
2024-09-27,Zone-Industrielle,17.94,17.77,20.98
2024-09-28,Zone-Industrielle,17.54,14.96,25.6
2024-09-29,Zone-Industrielle,20.99,16.69,26.12
2024-09-30,Zone-Industrielle,18.49,14.39,24.16
2024-10-01,Zone-Industrielle,14.61,9.37,21.09
2024-10-02,Zone-Industrielle,15.33,10.79,20.83
2024-10-03,Zone-Industrielle,17.55,11.25,25.26
2024-10-04,Zone-Industrielle,13.81,10.49,17.42
2024-10-05,Zone-Industrielle,18.8,14.16,24.95
2024-10-06,Zone-Industrielle,15.81,14.48,22.01
2024-10-07,Zone-Industrielle,17.95,10.87,22.38
2024-10-08,Zone-Industrielle,15.86,13.84,19.66
2024-10-09,Zone-Industrielle,15.76,11.45,20.33
2024-10-10,Zone-Industrielle,15.07,10.72,18.41
2024-10-11,Zone-Industrielle,16.59,12.54,21.56
2024-10-12,Zone-Industrielle,17.49,12.01,21.23
2024-10-13,Zone-Industrielle,17.06,11.67,21.1
2024-10-14,Zone-Industrielle,14.78,11.82,18.71
2024-10-15,Zone-Industrielle,11.63,7.85,17.35
2024-10-16,Zone-Industrielle,15.6,10.8,21.26
2024-10-17,Zone-Industrielle,11.96,7.63,16.79
2024-10-18,Zone-Industrielle,12.62,7.18,20.24
2024-10-19,Zone-Industrielle,13.86,9.97,19.56
2024-10-20,Zone-Industrielle,16.51,13.93,22.01
2024-10-21,Zone-Industrielle,14.62,8.44,18.13
2024-10-22,Zone-Industrielle,10.61,5.79,11.57
2024-10-23,Zone-Industrielle,15.57,11.47,19.9
2024-10-24,Zone-Industrielle,17.48,14.35,23.03
2024-10-25,Zone-Industrielle,10.78,5.05,16.41
2024-10-26,Zone-Industrielle,9.99,9.19,15.44
2024-10-27,Zone-Industrielle,11.69,8.71,17.26
2024-10-28,Zone-Industrielle,15.69,9.72,22.26
2024-10-29,Zone-Industrielle,12.02,8.92,16.25
2024-10-30,Zone-Industrielle,11.56,6.38,19.15
2024-10-31,Zone-Industrielle,11.0,6.14,17.76
2024-11-01,Zone-Industrielle,9.32,8.72,12.65
2024-11-02,Zone-Industrielle,10.1,7.87,16.3
2024-11-03,Zone-Industrielle,16.07,12.41,25.51
2024-11-04,Zone-Industrielle,7.17,5.55,9.94
2024-11-05,Zone-Industrielle,11.07,4.95,15.43
2024-11-06,Zone-Industrielle,6.53,3.52,11.24
2024-11-07,Zone-Industrielle,10.86,7.02,17.91
2024-11-08,Zone-Industrielle,11.98,6.14,17.57
2024-11-09,Zone-Industrielle,11.47,8.38,16.17
2024-11-10,Zone-Industrielle,9.66,4.54,16.49
2024-11-11,Zone-Industrielle,11.96,6.38,15.9
2024-11-12,Zone-Industrielle,5.02,1.31,11.42
2024-11-13,Zone-Industrielle,5.28,0.02,9.37
2024-11-14,Zone-Industrielle,10.05,7.37,12.02
2024-11-15,Zone-Industrielle,4.87,3.55,12.03
2024-11-16,Zone-Industrielle,11.97,7.91,15.09
2024-11-17,Zone-Industrielle,12.81,7.8,18.81
2024-11-18,Zone-Industrielle,7.56,4.81,12.6
2024-11-19,Zone-Industrielle,11.38,5.64,15.33
2024-11-20,Zone-Industrielle,9.65,7.34,14.11
2024-11-21,Zone-Industrielle,8.15,2.98,12.91
2024-11-22,Zone-Industrielle,11.31,7.32,17.86
2024-11-23,Zone-Industrielle,6.99,3.07,9.84
2024-11-24,Zone-Industrielle,7.47,2.7,10.98
2024-11-25,Zone-Industrielle,11.8,8.1,18.74
2024-11-26,Zone-Industrielle,9.73,4.22,15.0
2024-11-27,Zone-Industrielle,7.78,2.29,12.31
2024-11-28,Zone-Industrielle,8.86,2.75,11.27
2024-11-29,Zone-Industrielle,9.67,4.41,12.59
2024-11-30,Zone-Industrielle,6.23,-1.19,6.85
2024-12-01,Zone-Industrielle,8.68,7.06,14.07
2024-12-02,Zone-Industrielle,11.48,6.35,14.39
2024-12-03,Zone-Industrielle,6.73,2.47,8.03
2024-12-04,Zone-Industrielle,7.56,1.03,13.0
2024-12-05,Zone-Industrielle,8.07,5.44,12.35
2024-12-06,Zone-Industrielle,1.86,-0.7,2.02
2024-12-07,Zone-Industrielle,5.89,2.03,10.69
2024-12-08,Zone-Industrielle,8.93,4.95,13.79
2024-12-09,Zone-Industrielle,5.22,2.23,13.43
2024-12-10,Zone-Industrielle,3.18,-0.26,7.17
2024-12-11,Zone-Industrielle,8.03,3.87,8.68
2024-12-12,Zone-Industrielle,4.41,2.24,11.93
2024-12-13,Zone-Industrielle,2.97,1.04,9.7
2024-12-14,Zone-Industrielle,5.18,0.54,10.85
2024-12-15,Zone-Industrielle,5.05,1.74,13.06
2024-12-16,Zone-Industrielle,6.9,1.97,15.4
2024-12-17,Zone-Industrielle,3.87,1.26,7.87
2024-12-18,Zone-Industrielle,4.84,0.93,9.92
2024-12-19,Zone-Industrielle,9.32,4.2,14.85
2024-12-20,Zone-Industrielle,2.34,0.1,5.39
2024-12-21,Zone-Industrielle,5.86,-1.34,14.27
2024-12-22,Zone-Industrielle,5.6,1.22,11.09
2024-12-23,Zone-Industrielle,6.98,0.5,11.9
2024-12-24,Zone-Industrielle,2.85,-0.89,7.77
2024-12-25,Zone-Industrielle,5.69,2.66,11.49
2024-12-26,Zone-Industrielle,2.02,-0.39,6.56
2024-12-27,Zone-Industrielle,2.88,-1.17,8.28
2024-12-28,Zone-Industrielle,9.73,5.04,14.29
2024-12-29,Zone-Industrielle,3.24,-2.43,9.15
2024-12-30,Zone-Industrielle,2.9,-1.35,6.23
2024-12-31,Zone-Industrielle,-0.54,-5.49,3.05
2025-01-01,Zone-Industrielle,4.18,3.14,10.49
2025-01-02,Zone-Industrielle,4.8,0.8,8.53
2025-01-03,Zone-Industrielle,0.9,-2.73,1.81
2025-01-04,Zone-Industrielle,3.21,-2.67,5.35
2025-01-05,Zone-Industrielle,0.7,-3.07,4.95
2025-01-06,Zone-Industrielle,4.33,-0.65,4.44
2025-01-07,Zone-Industrielle,1.2,-2.02,5.82
2025-01-08,Zone-Industrielle,2.38,-1.71,4.89
2025-01-09,Zone-Industrielle,6.73,2.77,12.59
2025-01-10,Zone-Industrielle,3.13,-1.52,9.29
2025-01-11,Zone-Industrielle,4.04,0.03,9.58
2025-01-12,Zone-Industrielle,3.71,0.74,6.92
2025-01-13,Zone-Industrielle,2.95,-1.89,9.02
2025-01-14,Zone-Industrielle,8.83,5.78,16.56
2025-01-15,Zone-Industrielle,5.84,1.79,7.88
2025-01-16,Zone-Industrielle,1.07,-4.21,7.56
2025-01-17,Zone-Industrielle,7.03,3.49,11.45
2025-01-18,Zone-Industrielle,5.8,4.04,10.45
2025-01-19,Zone-Industrielle,3.97,1.19,7.07
2025-01-20,Zone-Industrielle,5.09,2.38,10.37
2025-01-21,Zone-Industrielle,5.81,1.21,13.87
2025-01-22,Zone-Industrielle,6.67,0.97,8.89
2025-01-23,Zone-Industrielle,5.81,3.34,8.2
2025-01-24,Zone-Industrielle,2.19,-2.88,4.89
2025-01-25,Zone-Industrielle,3.05,-2.69,5.98
2025-01-26,Zone-Industrielle,8.58,5.88,12.5
2025-01-27,Zone-Industrielle,2.71,-2.19,8.76
2025-01-28,Zone-Industrielle,3.93,-5.48,8.41
2025-01-29,Zone-Industrielle,4.95,2.23,9.98
2025-01-30,Zone-Industrielle,4.96,3.26,8.17
2025-01-31,Zone-Industrielle,6.64,3.49,10.61
2025-02-01,Zone-Industrielle,3.01,-1.07,7.27
2025-02-02,Zone-Industrielle,3.08,-1.22,5.55
2025-02-03,Zone-Industrielle,0.43,-3.99,7.88
2025-02-04,Zone-Industrielle,1.15,-3.39,3.66
2025-02-05,Zone-Industrielle,5.81,1.12,13.87
2025-02-06,Zone-Industrielle,1.05,-0.9,3.74
2025-02-07,Zone-Industrielle,4.51,0.11,9.13
2025-02-08,Zone-Industrielle,5.21,3.44,12.09
2025-02-09,Zone-Industrielle,3.03,1.15,9.27
2025-02-10,Zone-Industrielle,4.78,3.09,12.81
2025-02-11,Zone-Industrielle,7.64,1.89,8.11
2025-02-12,Zone-Industrielle,5.18,0.49,8.12
2025-02-13,Zone-Industrielle,5.12,0.5,11.06
2025-02-14,Zone-Industrielle,5.55,2.32,10.75
2025-02-15,Zone-Industrielle,3.45,1.24,9.4
2025-02-16,Zone-Industrielle,7.72,2.53,11.27
2025-02-17,Zone-Industrielle,5.42,0.17,7.42
2025-02-18,Zone-Industrielle,4.61,-1.48,12.05
2025-02-19,Zone-Industrielle,3.59,-0.55,8.69
2025-02-20,Zone-Industrielle,7.75,6.43,11.86
2025-02-21,Zone-Industrielle,6.72,3.59,13.67
2025-02-22,Zone-Industrielle,7.75,4.36,16.0
2025-02-23,Zone-Industrielle,4.81,0.98,11.76
2025-02-24,Zone-Industrielle,8.16,5.25,13.41
2025-02-25,Zone-Industrielle,8.66,5.58,14.68
2025-02-26,Zone-Industrielle,3.25,0.14,7.18
2025-02-27,Zone-Industrielle,8.01,2.24,16.24
2025-02-28,Zone-Industrielle,8.66,5.48,13.01
2025-03-01,Zone-Industrielle,9.1,4.01,10.65
2025-03-02,Zone-Industrielle,7.78,2.75,12.29
2025-03-03,Zone-Industrielle,5.8,1.98,11.13
2025-03-04,Zone-Industrielle,6.97,4.4,8.68
2025-03-05,Zone-Industrielle,11.51,7.05,17.77
2025-03-06,Zone-Industrielle,12.34,7.9,15.56
2025-03-07,Zone-Industrielle,3.09,1.01,6.78
2025-03-08,Zone-Industrielle,4.36,0.54,8.99
2025-03-09,Zone-Industrielle,11.7,6.82,19.17
2025-03-10,Zone-Industrielle,3.27,-0.42,7.51
2025-03-11,Zone-Industrielle,8.73,5.05,13.69
2025-03-12,Zone-Industrielle,7.03,0.68,11.58
2025-03-13,Zone-Industrielle,7.53,2.85,14.14
2025-03-14,Zone-Industrielle,7.76,3.19,13.18
2025-03-15,Zone-Industrielle,4.21,-0.14,7.09
2025-03-16,Zone-Industrielle,7.99,5.02,12.59
2025-03-17,Zone-Industrielle,8.28,2.44,11.0
2025-03-18,Zone-Industrielle,7.52,3.36,16.84
2025-03-19,Zone-Industrielle,8.49,4.39,12.78
2025-03-20,Zone-Industrielle,7.66,4.07,11.02
2025-03-21,Zone-Industrielle,6.82,2.77,14.31
2025-03-22,Zone-Industrielle,8.15,5.17,15.4
2025-03-23,Zone-Industrielle,8.39,6.35,12.3
2025-03-24,Zone-Industrielle,4.91,-0.39,11.23
2025-03-25,Zone-Industrielle,8.33,3.86,10.86
2025-03-26,Zone-Industrielle,9.04,2.56,16.84
2025-03-27,Zone-Industrielle,10.9,9.37,16.18
2025-03-28,Zone-Industrielle,8.72,3.23,15.98
2025-03-29,Zone-Industrielle,7.59,3.42,13.39
2025-03-30,Zone-Industrielle,12.45,10.92,13.6
2025-03-31,Zone-Industrielle,14.75,14.02,22.2
2025-04-01,Zone-Industrielle,6.64,1.28,14.97
2025-04-02,Zone-Industrielle,13.04,7.19,17.74
2025-04-03,Zone-Industrielle,15.41,12.18,19.81
2025-04-04,Zone-Industrielle,7.91,1.94,12.92
2025-04-05,Zone-Industrielle,8.63,3.14,11.34
2025-04-06,Zone-Industrielle,12.4,10.63,18.19
2025-04-07,Zone-Industrielle,10.06,3.96,17.0
2025-04-08,Zone-Industrielle,10.74,6.84,12.24
2025-04-09,Zone-Industrielle,13.59,8.32,19.48
2025-04-10,Zone-Industrielle,11.92,5.96,18.39
2025-04-11,Zone-Industrielle,10.05,5.37,12.8
2025-04-12,Zone-Industrielle,11.67,9.25,18.95
2025-04-13,Zone-Industrielle,17.39,14.1,21.23
2025-04-14,Zone-Industrielle,10.03,6.65,18.87
2025-04-15,Zone-Industrielle,15.67,14.48,20.09
2025-04-16,Zone-Industrielle,8.43,3.26,9.86
2025-04-17,Zone-Industrielle,12.4,7.48,16.7
2025-04-18,Zone-Industrielle,14.43,10.76,19.55
2025-04-19,Zone-Industrielle,11.91,6.87,16.45
2025-04-20,Zone-Industrielle,12.33,8.59,13.56
2025-04-21,Zone-Industrielle,10.77,8.91,16.31
2025-04-22,Zone-Industrielle,14.97,10.9,18.45
2025-04-23,Zone-Industrielle,10.1,5.6,14.16
2025-04-24,Zone-Industrielle,9.06,5.12,14.3
2025-04-25,Zone-Industrielle,15.73,12.16,21.25
2025-04-26,Zone-Industrielle,16.23,10.9,22.02
2025-04-27,Zone-Industrielle,12.2,9.08,17.43
2025-04-28,Zone-Industrielle,13.16,12.21,21.47
2025-04-29,Zone-Industrielle,14.52,12.44,19.95
2025-04-30,Zone-Industrielle,14.48,11.0,17.2
2025-05-01,Zone-Industrielle,12.58,10.75,15.66
2025-05-02,Zone-Industrielle,15.21,12.86,19.91
2025-05-03,Zone-Industrielle,15.05,11.47,19.58
2025-05-04,Zone-Industrielle,17.07,14.32,22.45
2025-05-05,Zone-Industrielle,17.29,13.85,22.28
2025-05-06,Zone-Industrielle,17.41,12.54,19.27
2025-05-07,Zone-Industrielle,12.78,7.28,18.36
2025-05-08,Zone-Industrielle,18.03,15.35,23.39
2025-05-09,Zone-Industrielle,18.29,13.81,26.18
2025-05-10,Zone-Industrielle,17.51,14.25,27.94
2025-05-11,Zone-Industrielle,14.28,11.41,15.46
2025-05-12,Zone-Industrielle,15.41,13.03,22.55
2025-05-13,Zone-Industrielle,18.97,12.53,23.51
2025-05-14,Zone-Industrielle,15.83,11.37,19.87
2025-05-15,Zone-Industrielle,11.55,9.82,18.04
2025-05-16,Zone-Industrielle,14.39,10.82,19.23
2025-05-17,Zone-Industrielle,19.44,13.43,21.81
2025-05-18,Zone-Industrielle,16.92,11.09,22.01
2025-05-19,Zone-Industrielle,16.75,14.74,23.2
2025-05-20,Zone-Industrielle,16.59,10.69,20.86
2025-05-21,Zone-Industrielle,19.42,12.97,22.33
2025-05-22,Zone-Industrielle,19.16,15.04,27.19
2025-05-23,Zone-Industrielle,20.4,15.08,25.42
2025-05-24,Zone-Industrielle,16.01,12.33,17.06
2025-05-25,Zone-Industrielle,19.02,13.45,23.61
2025-05-26,Zone-Industrielle,17.71,12.89,18.92
2025-05-27,Zone-Industrielle,18.8,11.8,25.93
2025-05-28,Zone-Industrielle,20.65,18.68,23.7
2025-05-29,Zone-Industrielle,18.2,16.23,26.61
2025-05-30,Zone-Industrielle,21.42,15.9,27.25
2025-05-31,Zone-Industrielle,22.85,19.36,26.61
2025-06-01,Zone-Industrielle,18.06,12.5,21.78
2025-06-02,Zone-Industrielle,18.65,14.28,20.25
2025-06-03,Zone-Industrielle,18.84,14.83,26.41
2025-06-04,Zone-Industrielle,20.8,18.14,27.11
2025-06-05,Zone-Industrielle,19.69,16.78,27.83
2025-06-06,Zone-Industrielle,17.48,14.89,24.65
2025-06-07,Zone-Industrielle,22.14,17.15,27.79
2025-06-08,Zone-Industrielle,16.99,15.35,23.44
2025-06-09,Zone-Industrielle,23.02,18.44,26.09
2025-06-10,Zone-Industrielle,19.88,14.65,24.94
2025-06-11,Zone-Industrielle,18.25,13.07,21.49
2025-06-12,Zone-Industrielle,20.63,16.09,28.01
2025-06-13,Zone-Industrielle,19.17,14.14,24.16
2025-06-14,Zone-Industrielle,23.5,20.62,28.96
2025-06-15,Zone-Industrielle,17.62,15.67,22.82
2025-06-16,Zone-Industrielle,22.93,16.91,27.95
2025-06-17,Zone-Industrielle,17.61,11.1,24.83
2025-06-18,Zone-Industrielle,14.64,7.51,21.95
2025-06-19,Zone-Industrielle,20.1,17.22,23.67
2025-06-20,Zone-Industrielle,24.0,21.66,29.27
2025-06-21,Zone-Industrielle,22.76,16.53,25.41
2025-06-22,Zone-Industrielle,19.13,15.3,26.1
2025-06-23,Zone-Industrielle,22.33,16.86,29.19
2025-06-24,Zone-Industrielle,18.86,13.37,22.54
2025-06-25,Zone-Industrielle,19.63,18.14,23.86
2025-06-26,Zone-Industrielle,22.34,16.04,27.64
2025-06-27,Zone-Industrielle,22.74,17.32,24.73
2025-06-28,Zone-Industrielle,22.46,20.14,26.1
2025-06-29,Zone-Industrielle,21.31,15.77,25.5
2025-06-30,Zone-Industrielle,20.81,15.0,25.87
2025-07-01,Zone-Industrielle,21.95,16.5,23.76
2025-07-02,Zone-Industrielle,19.75,15.02,29.13
2025-07-03,Zone-Industrielle,20.38,16.26,25.67
2025-07-04,Zone-Industrielle,20.82,19.5,27.95
2025-07-05,Zone-Industrielle,25.23,21.77,32.77
2025-07-06,Zone-Industrielle,20.53,16.34,26.16
2025-07-07,Zone-Industrielle,24.94,23.82,28.73
2025-07-08,Zone-Industrielle,23.54,18.04,26.7
2025-07-09,Zone-Industrielle,20.18,19.3,26.79
2025-07-10,Zone-Industrielle,26.5,20.43,28.32
2025-07-11,Zone-Industrielle,22.89,18.4,27.68
2025-07-12,Zone-Industrielle,22.36,17.76,31.19
2025-07-13,Zone-Industrielle,21.27,14.86,27.98
2025-07-14,Zone-Industrielle,18.29,14.38,22.16
2025-07-15,Zone-Industrielle,21.46,17.6,30.63
2025-07-16,Zone-Industrielle,22.15,18.38,30.0
2025-07-17,Zone-Industrielle,18.86,15.92,24.34
2025-07-18,Zone-Industrielle,24.74,21.32,29.77
2025-07-19,Zone-Industrielle,20.26,16.2,24.47
2025-07-20,Zone-Industrielle,22.24,17.65,26.68
2025-07-21,Zone-Industrielle,18.78,14.18,25.33
2025-07-22,Zone-Industrielle,22.55,20.62,27.22
2025-07-23,Zone-Industrielle,19.43,17.64,23.91
2025-07-24,Zone-Industrielle,20.14,15.84,23.43
2025-07-25,Zone-Industrielle,19.06,14.31,22.46
2025-07-26,Zone-Industrielle,19.82,15.54,24.81
2025-07-27,Zone-Industrielle,18.49,16.48,22.21
2025-07-28,Zone-Industrielle,25.16,18.74,29.43
2025-07-29,Zone-Industrielle,22.3,16.93,27.29
2025-07-30,Zone-Industrielle,23.15,19.09,29.22
2025-07-31,Zone-Industrielle,22.16,20.15,26.74
2025-08-01,Zone-Industrielle,29.08,26.89,34.89
2025-08-02,Zone-Industrielle,17.07,14.09,27.22
2025-08-03,Zone-Industrielle,23.0,17.76,25.85
2025-08-04,Zone-Industrielle,21.4,16.48,27.83
2025-08-05,Zone-Industrielle,22.06,16.98,29.45
2025-08-06,Zone-Industrielle,20.56,16.41,23.6
2025-08-07,Zone-Industrielle,24.88,19.12,31.11
2025-08-08,Zone-Industrielle,22.5,19.18,28.85
2025-08-09,Zone-Industrielle,18.95,16.6,21.05
2025-08-10,Zone-Industrielle,24.65,19.03,32.39
2025-08-11,Zone-Industrielle,19.43,13.7,24.05
2025-08-12,Zone-Industrielle,19.28,14.07,26.17
2025-08-13,Zone-Industrielle,23.86,21.58,28.18
2025-08-14,Zone-Industrielle,26.3,23.49,32.95
2025-08-15,Zone-Industrielle,20.91,15.6,24.34
2025-08-16,Zone-Industrielle,25.25,22.22,33.04
2025-08-17,Zone-Industrielle,18.68,14.16,25.12
2025-08-18,Zone-Industrielle,20.78,16.43,25.43
2025-08-19,Zone-Industrielle,23.53,17.96,29.38
2025-08-20,Zone-Industrielle,20.27,17.02,25.61
2025-08-21,Zone-Industrielle,21.45,18.3,23.93
2025-08-22,Zone-Industrielle,20.85,15.89,24.25
2025-08-23,Zone-Industrielle,23.13,19.44,26.01
2025-08-24,Zone-Industrielle,19.57,16.46,23.77
2025-08-25,Zone-Industrielle,17.42,15.59,23.88
2025-08-26,Zone-Industrielle,25.09,22.28,31.93
2025-08-27,Zone-Industrielle,17.82,14.44,24.75
2025-08-28,Zone-Industrielle,22.69,19.7,27.27
2025-08-29,Zone-Industrielle,18.85,14.75,24.83
2025-08-30,Zone-Industrielle,24.23,18.98,31.1
2025-08-31,Zone-Industrielle,20.28,16.94,25.24
2025-09-01,Zone-Industrielle,21.68,18.91,25.33
2025-09-02,Zone-Industrielle,15.05,14.46,18.96
2025-09-03,Zone-Industrielle,18.73,14.65,22.49
2025-09-04,Zone-Industrielle,17.48,12.81,20.86
2025-09-05,Zone-Industrielle,19.46,13.31,23.35
2025-09-06,Zone-Industrielle,20.05,15.92,27.94
2025-09-07,Zone-Industrielle,18.74,16.42,24.22
2025-09-08,Zone-Industrielle,15.51,8.61,20.1
2025-09-09,Zone-Industrielle,19.31,14.27,23.27
2025-09-10,Zone-Industrielle,19.54,12.93,25.23
2025-09-11,Zone-Industrielle,18.55,16.72,19.64
2025-09-12,Zone-Industrielle,16.13,13.6,20.65
2025-09-13,Zone-Industrielle,21.85,19.62,28.91
2025-09-14,Zone-Industrielle,17.29,10.41,20.26
2025-09-15,Zone-Industrielle,17.96,14.48,22.31
2025-09-16,Zone-Industrielle,18.36,13.19,23.7
2025-09-17,Zone-Industrielle,18.18,15.48,19.89
2025-09-18,Zone-Industrielle,17.67,14.45,21.87
2025-09-19,Zone-Industrielle,18.2,12.33,22.27
2025-09-20,Zone-Industrielle,19.91,17.23,22.37
2025-09-21,Zone-Industrielle,18.8,16.48,26.47
2025-09-22,Zone-Industrielle,17.28,12.67,23.96
2025-09-23,Zone-Industrielle,20.41,19.11,24.78
2025-09-24,Zone-Industrielle,20.1,13.72,25.82
2025-09-25,Zone-Industrielle,19.34,16.71,23.87
2025-09-26,Zone-Industrielle,20.76,15.05,24.36
2025-09-27,Zone-Industrielle,14.76,11.05,19.52
2025-09-28,Zone-Industrielle,18.24,17.2,25.9
2025-09-29,Zone-Industrielle,16.72,13.14,21.81
2025-09-30,Zone-Industrielle,15.26,11.31,19.72
2025-10-01,Zone-Industrielle,13.74,8.64,18.81
2025-10-02,Zone-Industrielle,16.85,16.36,22.4
2025-10-03,Zone-Industrielle,11.12,6.52,15.02
2025-10-04,Zone-Industrielle,13.79,7.71,19.8
2025-10-05,Zone-Industrielle,14.76,9.7,20.93
2025-10-06,Zone-Industrielle,14.22,7.5,17.15
2025-10-07,Zone-Industrielle,12.48,8.01,19.11
2025-10-08,Zone-Industrielle,14.56,10.05,17.73
2025-10-09,Zone-Industrielle,18.63,15.77,23.91
2025-10-10,Zone-Industrielle,15.18,10.32,19.25
2025-10-11,Zone-Industrielle,14.77,10.04,22.89
2025-10-12,Zone-Industrielle,17.04,12.02,20.89
2025-10-13,Zone-Industrielle,16.02,10.69,24.46
2025-10-14,Zone-Industrielle,16.84,9.2,23.28
2025-10-15,Zone-Industrielle,13.14,9.8,16.14
2025-10-16,Zone-Industrielle,11.35,9.88,16.58
2025-10-17,Zone-Industrielle,11.8,11.74,17.52
2025-10-18,Zone-Industrielle,17.43,13.71,24.92
2025-10-19,Zone-Industrielle,10.89,4.94,17.89
2025-10-20,Zone-Industrielle,18.45,15.62,22.73
2025-10-21,Zone-Industrielle,12.59,9.54,20.66
2025-10-22,Zone-Industrielle,12.91,12.25,19.44
2025-10-23,Zone-Industrielle,14.67,12.58,20.33
2025-10-24,Zone-Industrielle,15.42,9.67,21.05
2025-10-25,Zone-Industrielle,10.02,6.54,14.02
2025-10-26,Zone-Industrielle,12.42,8.68,18.03
2025-10-27,Zone-Industrielle,12.42,9.53,18.45
2025-10-28,Zone-Industrielle,11.54,8.48,15.74
2025-10-29,Zone-Industrielle,12.88,9.89,15.89
2025-10-30,Zone-Industrielle,10.6,3.78,13.44
2025-10-31,Zone-Industrielle,10.89,6.25,15.56
2025-11-01,Zone-Industrielle,13.7,13.26,16.66
2025-11-02,Zone-Industrielle,14.4,9.56,17.96
2025-11-03,Zone-Industrielle,6.8,0.64,13.52
2025-11-04,Zone-Industrielle,9.72,5.86,16.4
2025-11-05,Zone-Industrielle,13.78,9.93,18.21
2025-11-06,Zone-Industrielle,12.66,6.76,18.51
2025-11-07,Zone-Industrielle,15.93,9.2,21.34
2025-11-08,Zone-Industrielle,10.13,6.78,13.15
2025-11-09,Zone-Industrielle,13.57,8.23,19.38
2025-11-10,Zone-Industrielle,10.97,7.48,13.01
2025-11-11,Zone-Industrielle,9.45,5.18,14.87
2025-11-12,Zone-Industrielle,11.24,7.24,11.5
2025-11-13,Zone-Industrielle,4.91,0.26,7.24
2025-11-14,Zone-Industrielle,8.74,3.78,10.46
2025-11-15,Zone-Industrielle,6.79,4.9,13.4
2025-11-16,Zone-Industrielle,7.14,1.66,12.11
2025-11-17,Zone-Industrielle,9.87,5.18,17.25
2025-11-18,Zone-Industrielle,9.79,3.46,15.89
2025-11-19,Zone-Industrielle,10.65,6.69,16.21
2025-11-20,Zone-Industrielle,10.36,8.36,18.52
2025-11-21,Zone-Industrielle,8.19,4.83,14.47
2025-11-22,Zone-Industrielle,7.16,1.5,10.53
2025-11-23,Zone-Industrielle,8.96,6.83,14.79
2025-11-24,Zone-Industrielle,8.37,5.24,14.88
2025-11-25,Zone-Industrielle,5.83,2.73,11.75
2025-11-26,Zone-Industrielle,9.3,6.97,11.65
2025-11-27,Zone-Industrielle,5.66,1.0,8.5
2025-11-28,Zone-Industrielle,11.6,7.81,16.65
2025-11-29,Zone-Industrielle,10.89,7.59,12.33
2025-11-30,Zone-Industrielle,7.1,1.72,14.5
2025-12-01,Zone-Industrielle,9.13,4.97,14.21
2025-12-02,Zone-Industrielle,8.82,7.51,13.93
2025-12-03,Zone-Industrielle,7.24,2.47,9.62
2025-12-04,Zone-Industrielle,8.53,5.64,13.73
2025-12-05,Zone-Industrielle,5.23,1.26,11.72
2025-12-06,Zone-Industrielle,8.98,5.4,16.76
2025-12-07,Zone-Industrielle,6.22,6.02,12.4
2025-12-08,Zone-Industrielle,8.93,5.22,14.36
2025-12-09,Zone-Industrielle,8.41,5.46,12.34
2025-12-10,Zone-Industrielle,5.92,3.52,12.48
2025-12-11,Zone-Industrielle,4.81,2.26,10.41
2025-12-12,Zone-Industrielle,6.55,3.03,14.93
2025-12-13,Zone-Industrielle,6.47,1.48,10.69
2025-12-14,Zone-Industrielle,9.48,6.31,16.47
2025-12-15,Zone-Industrielle,4.64,0.0,8.7
2025-12-16,Zone-Industrielle,5.19,3.53,11.43
2025-12-17,Zone-Industrielle,9.64,4.35,15.42
2025-12-18,Zone-Industrielle,5.42,3.1,6.72
2025-12-19,Zone-Industrielle,10.05,7.36,19.93
2025-12-20,Zone-Industrielle,7.17,3.82,10.78
2025-12-21,Zone-Industrielle,9.39,3.42,10.75
2025-12-22,Zone-Industrielle,2.1,-3.18,5.98
2025-12-23,Zone-Industrielle,11.21,6.41,15.43
2025-12-24,Zone-Industrielle,9.65,1.76,14.62
2025-12-25,Zone-Industrielle,8.35,2.19,13.05
2025-12-26,Zone-Industrielle,5.88,4.01,10.68
2025-12-27,Zone-Industrielle,8.38,2.47,11.86
2025-12-28,Zone-Industrielle,5.5,1.0,11.32
2025-12-29,Zone-Industrielle,3.92,2.15,9.8
2025-12-30,Zone-Industrielle,5.38,1.43,11.99
2025-12-31,Zone-Industrielle,8.87,7.47,16.98
2024-01-01,Coteaux-Ouest,1.51,-2.1,6.01
2024-01-02,Coteaux-Ouest,4.58,-0.44,10.73
2024-01-03,Coteaux-Ouest,8.33,4.52,11.63
2024-01-04,Coteaux-Ouest,-1.6,-6.04,3.45
2024-01-05,Coteaux-Ouest,0.58,-6.37,6.88
2024-01-06,Coteaux-Ouest,3.46,-1.88,10.55
2024-01-07,Coteaux-Ouest,3.08,-2.3,7.67
2024-01-08,Coteaux-Ouest,3.92,0.27,7.11
2024-01-09,Coteaux-Ouest,2.2,-0.6,5.33
2024-01-10,Coteaux-Ouest,5.12,-0.82,12.15
2024-01-11,Coteaux-Ouest,6.46,3.92,15.21
2024-01-12,Coteaux-Ouest,3.35,-1.8,6.08
2024-01-13,Coteaux-Ouest,3.69,-1.98,10.19
2024-01-14,Coteaux-Ouest,1.01,-2.3,7.85
2024-01-15,Coteaux-Ouest,-1.74,-5.13,0.55
2024-01-16,Coteaux-Ouest,4.52,-1.3,6.83
2024-01-17,Coteaux-Ouest,3.06,1.42,7.7
